eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
199101240004,1991,1,24,,0,,217,United States,1,North America,Puerto Rico,Caguas,18.238723999999998,-66.035227,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,28.0,Military Recruiting Station/Academy,U.S. Military,Army/Navy recruiting center,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
199102010014,1991,2,1,,0,,217,United States,1,North America,Washington,Maple Grove,48.067865999999995,-123.91638700000001,1.0,1,"at Fairholm Ranger Station at Olympic National Park in Lake Crescent, WA","2/1/1991: Arson was set to the Fairholm Ranger Station at Olympic National Park in Lake Crescent, Washington in the United States, causing an estimated $30,000 in damage.  There were no casualties in the incident.  The perpetrator(s) and motives remained unknown, but this was one of five incidents of arson at the Olympic National Park in three years, and there were tensions with some people in the region who wanted to curtail logging in the national forest. This incident was in conjunction with arson at the Soleduck entrance station to the park at the same time (199102010015).",1,1,1,1.0,2.0,Other Crime Type,1.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,U.S. Forest Service,"Fairholm Ranger Station in Lake Crescent, WA",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),30000.0,destroyed ranger station,0.0,,,,,,,0.0,,,,,,,,,The incident occurred at about 10:00pm. This incident was in conjunction with arson at the Soleduck entrance station to the park at the same time (201912).,"""Olympic Park Buildings Hit by Arsonist,"" Seattle Times, February 3, 1991.","Michael A. Barber, ""Arson Probed at Olympic Park Stations,"" Seattle Post-Intelligencer, February 9, 1991.",,Eco Project 2010,-9,-9,0,-9,"199102010014, 199102010015"
199102010015,1991,2,1,,0,,217,United States,1,North America,Washington,Maple Grove,47.968837,-123.86308700000001,1.0,1,"at the Soleduck entrance station at Olympic National Park in Lake Crescent, WA","2/1/1991: Arson was set to the Soleduck entrance station at Olympic National Park in Lake Crescent, Washington in the United States, causing an estimated $12,000 in damage.  There were no casualties in the incident.  The perpetrator(s) and motives remained unknown, but this was one of five incidents of arson at the Olympic National Park in three years, and the second to destroy to Soleduck building in particular.  There were tensions with some people in the region who wanted to curtail logging in the national forest. This incident was in conjunction with arson at the Fairholm Ranger Station in the park at the same time (199102010014).",1,1,1,1.0,2.0,Other Crime Type,1.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,U.S. Forest Service,"Soleduck Ranger Station in Lake Crescent, WA",217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),12000.0,destroyed building,0.0,,,,,,,0.0,,,,,,,,,The incident occurred at about 10:00pm. This incident was in conjunction with arson at the Fairholm Ranger Station in the park at the same time (20191).,"""Olympic Park Buildings Hit by Arsonist,"" Seattle Times, February 3, 1991.","Michael A. Barber, ""Arson Probed at Olympic Park Stations,"" Seattle Post-Intelligencer, February 9, 1991.",,Eco Project 2010,-9,-9,0,-9,"199102010015, 199102010014"
199102020007,1991,2,2,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.386932,-66.061127,1.0,1,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),National Guard,2 1/2 ton truck,217.0,United States,,,,,,,,,,,,,,,,,Popular Liberation Army (Puerto Rico),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199102140015,1991,2,14,,0,,217,United States,1,North America,Ohio,Columbus,39.96196,-83.002984,1.0,0,Firebombs thrown through second floor window into examination room.,"2/14/1991: Members of the Christian Liberation Army threw two firebombs into the Central Ohio Women's Clinic that was housed in a building owned by the Planned Parenthood of Central Ohio in Columbus, Ohio, United States.  There were no casualties, but the abortion clinic sustained $75,000 in damages.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Central Ohio Women's Clinic,217.0,United States,5.0,Abortion Related,40.0,Clinics,Planned Parenthood,Planned Parenthood of Central Ohio,217.0,United States,,,,,,,,,Christian Liberation Army,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,1.0,,,0,-99.0,-99.0,1.0,1.0,Letter,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Two containers of burning liquid thrown through window,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),75000.0,,0.0,,,,,,,0.0,,,,,,,,,"Nine days after this incident, a firebomb was thrown through another abortion clinic in Columbus, Ohio (199102230010).  The Christian Liberation Army claimed both attacks in a letter sent to another abortion clinic.","""Firebomb in Columbus, Ohio, Damages an Abortion Clinic,"" New York Times, February 17, 1991.","""Clinic Damaged by Firebomb,"" The Bryan Times, February 25, 1991.","""Second Columbus, Ohio, Abortion Clinic Firebombed Within Two Weeks,"" Associated Press, February 25, 1991.",Anti-Abortion Project 2010,0,0,0,0,
199102180004,1991,2,18,,0,,217,United States,1,North America,Puerto Rico,Unknown,18.220833,-66.590149,4.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),National Guard,2 1/2 ton truck,217.0,United States,,,,,,,,,,,,,,,,,Popular Liberation Army (Puerto Rico),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199102180013,1991,2,18,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.21419499999999,1.0,0,Northeast Second Ave.,"2/18/1991:  Billy Alexander, a hitman hired by suspected Macoute sympathizers, shot and killed Jean Claude Olivier as he was walking to his car outside a club in Miami, Florida, United States.  Olivier hosted a Haitian radio program on WLQY in Miami and was openly critical of people who opposed the democratically elected leaders of Haiti.",1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Haitian Radio host supporting Haitian democracy,Jean Claude Olivier,87.0,Haiti,,,,,,,,,,,,,,,,,Tontons Macoutes,,,,,,"Jean Claude Olivier was a supporter of Jean-Bertrand Aristide's presidency and a vocal critic of Haitian organizations that were against democracy.  Specifically, it was suspected that he was assassinated for urging a boycott of a concert sponsored by Louis Thermitus.  Thermitus, a suspected one time member of the Macoutes, was a supporter of the Military junta that would oust Aristide.",0.0,,,0,2.0,2.0,0.0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,.38 Revolver,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Billy Alexander shot Jean Claude Olivier from a car driven by Hitler Fleurinord.  Alexander was paid $2,000 for this attack but it is unknown who sponsored him.  One month later, Alexander shot and killed Fritz Dor using the same .38 revolver (199103150023).  Two years after this incident, Dora St. Plite, another pro-Aristide radio broadcaster was assassinated in Miami (199310240006).  The Macoutes were a paramilitary force who terrorized opponents of Haiti's Duvalier regime.","""Arrest in Slaying of Haitian Broadcasters,"" New York Times, November 19, 1994.","""Man Found Guilty of Haitian Radio Broadcasters,"" Associated Press, October 3, 1999.","Anne-Mari O'Connor, ""Haitians in Miami Fearful After Blast Wrecks Restaurant, Office of; Activist,"" Atlanta Journal and Constitution, March 21, 1991.",Hewitt Project,0,1,1,1,
199102230010,1991,2,23,,0,,217,United States,1,North America,Ohio,Columbus,39.96196,-83.002984,1.0,0,Firebomb thrown through rear window into examination room.,"2/23/1991: Members of the Christian Liberation Army threw a firebomb into the Capital Care Women's Center in Columbus, Ohio, United States.  There were no casualties, but the building sustained $250,000 in damages.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Capital Care Women's Center,217.0,United States,,,,,,,,,,,,,,,,,Christian Liberation Army,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,1.0,,,0,-99.0,-99.0,1.0,1.0,Letter,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,,,,,,,,,,,,,Container of burning liquid thrown through window,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),250000.0,One room gutted and rest of facility sustained damages,0.0,,,,,,,0.0,,,,,,,,,"Nine days after before incident, a firebomb was thrown through another abortion clinic in Columbus, Ohio (199102140015).  The Christian Liberation Army claimed both attacks in a letter sent to another abortion clinic.","""Clinic Damaged by Firebomb,"" The Bryan Times, February 25, 1991.","""Second Columbus, Ohio, Abortion Clinic Firebombed Within Two Weeks,"" Associated Press, February 25, 1991.","""Abortion Clinic Firebombed,"" Associated Press, February 24, 1991.",Anti-Abortion Project 2010,0,0,0,0,
199103150023,1991,3,15,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.21419499999999,1.0,0,,"3/15/1991:  Billy Alexander, a hitman hired by suspected Macoute sympathizers, shot and killed Fritz Dor outside of his office in Miami, Florida, United States.  Dor hosted a Haitian radio program on WKAT in Miami and was openly critical of people who opposed the democratically elected leaders of Haiti.",1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,Haitian Radio host supporting Haitian democracy,Fritz Dor,87.0,Haiti,,,,,,,,,,,,,,,,,Tontons Macoutes,,,,,,"Fritz Dor was a supporter of Jean-Bertrand Aristide's presidency and a vocal critic of Haitian organizations that were against democracy.  Specifically, it was suspected that he was assassinated for urging a boycott of a concert sponsored by Louis Thermitus.  Thermitus, a suspected one time member of the Macoutes, was a supporter of the Military junta that would oust Aristide.",0.0,,,0,3.0,3.0,0.0,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,.38 Revolver,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Billy Alexander shot Fritz Dor from a car driven by Hitler Fleurinord.  Glossy Bruce Joseph served as a lookout.  Alexander was paid $5,000 for this attack but it is unknown who sponsored him.  One month earlier, Alexander shot and killed Jean Claude Olivier using the same .38 revolver (199102180013).  Two years after this incident, Dora St. Plite, another pro-Aristide radio broadcaster was assassinated in Miami (199310240006).  The Macoutes were a paramilitary force who terrorized opponents of Haiti's Duvalier regime.","""Arrest in Slaying of Haitian Broadcasters,"" New York Times, November 19, 1994.","""Man Found Guilty of Haitian Radio Broadcasters,"" Associated Press, October 3, 1999.","Anne-Mari O'Connor, ""Haitians in Miami Fearful After Blast Wrecks Restaurant, Office of; Activist,"" Atlanta Journal and Constitution, March 21, 1991.",Hewitt Project,0,1,1,1,
199103170005,1991,3,17,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.386932,-66.061127,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,31.0,Military Aircraft,Muniz National Guard Base,A7D Aircraft,217.0,United States,,,,,,,,,,,,,,,,,Popular Liberation Army (Puerto Rico),,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,,,,,,,1,3.0,Minor (likely < $1 million),100000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
199103170009,1991,3,17,,0,,217,United States,1,North America,North Carolina,Greensboro,36.068994,-79.79470400000001,1.0,0,Firebomb thrown through window,"3/17/1991: In a series of related attacks, Robert Hugh Farley firebombed the Women's Pavilion in Greensboro, North Carolina, United States.  There were no casualties, but the abortion clinic sustained $3,000 in damages.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Women's Pavilion,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in North Carolina.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),3000.0,Foyer and rear door damaged,0.0,,,,,,,0.0,,,,,,,,,This is part of multiple attack with 199103170010.  The firebomb was thrown early in the morning and was not discovered by authorities until 10:15 AM.  By this time the fire had already burnt itself out.,"""Fire Burns Two Abortion Clinics in Greensboro; Arson Suspected,"" Associated Press, March 19, 1991.","""Police Studying Clinic Fires,"" Star-News, March 18, 1991.","""Man Gets Maximum Penalty for Setting Fire to Clinics,"" News & Record, January 29, 1994.",Anti-Abortion Project 2010,-9,-9,0,-9,"199103170009, 199103170010"
199103170010,1991,3,17,,0,,217,United States,1,North America,North Carolina,Greensboro,36.068994,-79.79470400000001,1.0,0,,"3/17/1991: In a series of related attacks, Robert Hugh Farley firebombed the Piedmont Carolina Medical Clinic in Greensboro, North Carolina, United States.  There were no casualties, but the abortion clinic sustained $100,000 in damages.",1,1,1,0.0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Piedmont Carolina Medical Clinic,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in North Carolina.,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),100000.0,Many rooms damaged,0.0,,,,,,,0.0,,,,,,,,,"This is part of multiple attack with 199103170009.  At 6:47 AM, a fire at the abortion clinic was reported to authorities.  The abortion clinic had been the subject of many previous protests.","""Fire Burns Two Abortion Clinics in Greensboro; Arson Suspected,"" Associated Press, March 19, 1991.","""Police Studying Clinic Fires,"" Star-News, March 18, 1991.","""Man Gets Maximum Penalty for Setting Fire to Clinics,"" News & Record, January 29, 1994.",Anti-Abortion Project 2010,-9,-9,0,-9,"199103170010, 199103170009"
199103310013,1991,3,31,,0,,217,United States,1,North America,California,Fresno,36.73048,-119.724526,1.0,0,South Willow Ave.,"3/31/1991: Dean Harvey Hicks, the sole member of Up the IRS, Inc, detonated a pipe bomb outside of the National Treasury Employees Labor Union Building in Fresno, California, United States.  The union represented thousands of Internal Revenue Service employees.  There were no casualties but the building was damaged, windows were shattered at a nearby apartment, and a natural gas line was ruptured causing a small fire.",1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,National Treasury Employees Labor Union,"National Treasury Employees Labor Union Building, Fresno California",217.0,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,To protest the IRS and the taxation system of the United States government,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,6,Explosives,14.0,Time Fuse,,,,,,,,,,,,,Pipe bomb connected to a timing device,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,"The labor union building was damaged, windows were shattered at a nearby apartment, and a natural gas line was ruptured causing a small fire.",0.0,,,,,,,0.0,,,,,,,,,"Although Dean Harvey Hicks never pled guilty for committing this incident, he confessed to the bombing in 1991.  The next day, Hicks fired mortar shells at an Internal Revenue Service processing center also located in Fresno California (199104010009).","Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.","""Group Claims Credit for IRS Bombings,"" United Press International, April 11, 1991.","Ronald L. Soble, ""Costa Mesa Man Admits 8 IRS Bombings Investigation,"" Los Angeles Times, July 12, 1991. <http://www.publicsafety.utah.gov/highwaypatrol/history_1989/marion.html>.",Hewitt Project,0,0,0,0,
199104010009,1991,4,1,,0,,217,United States,1,North America,California,Fresno,36.740685,-119.785734,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,U.S. Internal Revenue Service,I.R.S. Offices in Fresno CA,217.0,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,,0.0,,,0,1.0,,,,,,,,,,,,6,Explosives,31.0,Pipe Bomb,,,,,,,,,,,,,Pipe bombs (9),,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,HSI,0,0,0,0,
199104140013,1991,4,14,,0,,217,United States,1,North America,Ohio,Columbus,39.96196,-83.002984,1.0,0,Molotov cocktails thrown at window,"4/14/1991: An unidentified male threw four Molotov cocktails at the Founder's Women's Health Center in Columbus, Ohio, United States.  The firebombs bounced off of the building's reinforced windows and caused around $1,000 in damages to a sidewalk outside of the facility.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Founder's Women's Health Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0.0,,,0,1.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Four Molotov cocktails,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),1000.0,Sidewalk outside of facility charred.,0.0,,,,,,,0.0,,,,,,,,,"This firebombs were thrown at 5:00 PM.   Two months before the incident, two abortion clinics in Columbus were attacked by the Christian Liberation Army (199102140015 and 199102230010).  Authorities believe that this incident was a copycat attack.","""Firebomb Marks 3rd Attack on Abortion Clinic,"" Plain Dealer, April 16, 1991.","""Violent Attacks Against Abortion Clinics on Dramatic Upswing; More Wichita-Like Conflicts,"" U.S. Newswire, August 16, 1991.","""Untitled,"" Dayton Daily News, April 16, 1991.",Anti-Abortion Project 2010,-9,-9,0,-9,
199104220008,1991,4,22,,0,,217,United States,1,North America,New Jersey,Woodbridge,40.554520000000004,-74.27851899999999,1.0,0,,"4/22/1991: Unknown perpetrators ignited a fire at the Medical Care Center of Woodbridge, New Jersey, United States.  Two firefighters sustained injuries fighting the blaze and the abortion clinic was destroyed.",1,1,1,1.0,2.0,Other Crime Type,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Medical Care Center of Woodbridge,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in New Jersey.,0.0,,,0,-99.0,0.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,9.0,Melee,21.0,Blunt Object,,,,,,,,,Rock thrown through window and gasoline poured and ignited inside of the building,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),500000.0,Building destroyed,0.0,,,,,,,0.0,,,,,,,,,"The fire was first reported at 5:00 AM.  The motive for the incident remains unknown.  The abortion clinic had previously been the target of many protesters; however, in an issue unrelated to the arson, the administrator of the facility, Alan Weiselberg, was later convicted of making fraudulent charges to insurance companies.  Authorities were unsure whether this attack was carried by Weiselberg or anti-abortion protesters.","Wayne King, ""Arson Destroys Abortion Clinic In New Jersey,"" New York Times, April 24, 1991.","Robert Rudolph, ""Former Exec of Clinic Admits Fraud,"" The Star-Ledger, October 29, 1998.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
199105060015,1991,5,6,,0,,217,United States,1,North America,Alabama,Mobile,30.686395,-88.053239,1.0,0,,"5/6/1991: Unknown perpetrators set a fire at the Bay City Women's Medical Center in Mobile, Alabama, United States.  There were no casualties, but the building sustained $80,000 in damages.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40.0,Clinics,,Bay City Women's Medical Center,217.0,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Alabama.,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),80000.0,,0.0,,,,,,,0.0,,,,,,,,,"This incident occurred a week after anti-abortion groups marched in Montgomery, Alabama to protest abortion legislation.","""Fire at Abortion Clinic Ruled Arson,"" Gadsden Times, May 9, 1991.","""Violent Attacks Against Abortion Clinics on Dramatic Upswing; More Wichita-Like Conflicts,"" U.S. Newswire, August 16, 1991.","""Alabama: Citizens Make a Legislative Difference,"" Abortion Report, May 8, 1991.",Anti-Abortion Project 2010,-9,-9,0,-9,
199105070009,1991,5,7,,0,,217,United States,1,North America,Florida,Miami,25.774591,-80.21419499999999,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,,,,Business,87.0,Haiti,,,,,,,,,,,,,,,,,Tontons Macoutes,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,HSI,0,1,1,1,
199106100013,1991,6,10,,0,,217,United States,1,North America,Oregon,Corvallis,44.563781,-123.279444,1.0,0,,"06/10/1991: Members of the Animal Liberation Front (ALF) set fire to storage and research buildings of the experimental mink farm at Oregon State University in Corvallis, Oregon, in the United States, by planting at least six incendiary devices made with clocks, cans of Sterno and 9-volt batteries.  The arson caused a total of $75,000 worth of damage including structural damage to the barn, which was used to store feed, animal bedding and smaller equipment as well as destroyed research documents and records, emptied files, and a broken toilet which caused flooding.  There were no casualties in the incident, which was claimed by the group in a news release sent to the Associated Press in Portland, stating that the farm was targeted ""due to its role in the barbaric fur trade.""  ALF member, Rodney Coronado, who launched ""Operation Bite Back"" in 1991, a five-state arson campaign against the fur industry, was later captured and indicted on federal charges for this incident.  He did not act alone, but the other perpetrators are unknown.  Coronado spent three and a half years in prison for fur industry arsons.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,Oregon State University,mink farm facilities at Oregon State University,217.0,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,To protest against the fur industry.,0.0,,,0,-99.0,1.0,1.0,1.0,Letter,,,,,,,0.0,8,Incendiary,20.0,Gasoline or Alcohol,11.0,Sabotage Equipment,,,,,,,,,,,"incendiary devices rigged with clocks, cans of Sterno and 9-volt batteries",0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),75000.0,"structural damage to the barn; destroyed research documents and records, emptied files, and a broken toilet which caused flooding",0.0,,,,,,,0.0,,,,,,,,,"Graffiti spray-painted on the walls included messages such as ""This is the beginning,"" ""Concentration camp for animals,"" ""Nowhere to hide-ALF is watching,"" and ""We will return for the kits,"" referring to the 1,000 baby mink at the farm.  This incident was the first in Rodney Coronado's ""Operation Bite Back,"" a five-state arson campaign against the fur industry which began in 1991.  Coronade was eventually indicted and served three and a half years in prison for the arsons.","Bryan Denson, ""Sabotage in the name of the environment spreading in the West"" Associated Press State & Local Wire, October 1, 1999.","Jeff Wright, ""Radicals say they set fire: Research barn torched; OSU offices vandalized,"" Eugene Register-Guard, June 11, 1991.","""Oregon Animal Rights Activist indicted,"" Eugene Register-Guard, July 17, 1993.",Eco Project 2010,0,1,0,1,
199106150007,1991,6,15,,0,,217,United States,1,North America,Washington,Edmonds,47.810945000000004,-122.377074,1.0,0,"at farm food cooperative in Edmonds, WA, ten miles north of Seattle","06/15/1991: Members of the Animal Liberation Front (ALF) set fire to the Northwest Farm Foods Cooperative, a mink food warehouse, located ten miles north of Seattle at the Edmonds waterfront in Washington, in the United States, causing $500,000 in damage, and a tow truck driver removing vehicles from the scene was treated for smoke inhalation. The group claimed responsibility for the incident in separate news releases to the Associated Press and KIRO in Seattle, in which the group stated that the ""Western Wildlife Cell"" of ALF planted incendiaries in the building in order to cause maximum economic damage ""to an industry that profits from the misery and exploitation of fur animals."" ALF member, Rodney Coronado, who launched ""Operation Bite Back"" in 1991, a five-state arson campaign against the fur industry, was later captured and indicted on federal charges for this incident.  He did not act alone, but the other perpetrators are unknown. Coronado spent three and a half years in prison for fur industry arsons.",1,1,1,0.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,9.0,Farm/Ranch,Northwest Farm Foods Cooperative,"Northwest Farm Foods Cooperative, a mink food supplier warehouse in Edmonds, WA",217.0,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,To protest against the fur industry.,0.0,,,0,-99.0,1.0,1.0,1.0,Letter,,,,,,,0.0,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,incendiaries,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),500000.0,destroyed dry storage area and caused heat and smoke damage throughout the complex,0.0,,,,,,,0.0,,,,,,,,,"The arson occurred at 2:15am in a dry storage area.  This incident was one of several incidents in Rodney Coronado's ""Operation Bite Back,"" a five-state arson campaign against the fur industry which began in 1991.  Coronade was eventually indicted and served three and a half years in prison for the arsons. He did not act alone, but the other perpetrators are unknown.","Bryan Denson and James Long, ""Second of four articles; Ideologues Drive the Violence,"" Newshouse News Service, October 12, 1999.","""Activists admit setting fire at fur ranch supplier,"" The Spokesman-Review, June 15, 1991.","""Fur-raisers' cooperative burned,"" Eugene Register-Guard, June 16, 1991.",Eco Project 2010,0,1,0,1,
