index,ME_NA,claimed,year_2003,mil_barr,pol_check,pol_build,rel_place,util_elec,gov_polit,terr_nonstate,mil_check,explo_vehicle,explo_unknown,firearm_unknown,firearm_rifle,explo_project,explo_other,firearm_handgun,claim_internet,claim_note,claim_personal,ishostkid,Iraq,Afghanistan,India,Columbia,Syria,motive,motive2,topic1,topic2
531,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Specific motive is unknown; however, authorities interpret the explosion as a message from separatists to the French government to expedite granting greater autonomy to Corsica.","['author', 'interpret', 'explos', 'messag', 'separatist', 'french', 'govern', 'expedit', 'grant', 'greater', 'autonomi', 'corsica']",0.06289342045783997,0.9371065497398376
536,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,Al-Qaida in Iraq claimed responsibility for the incident and stated that it was designed to expose the weakness and incompetence of the current Iraqi government.,"['qaida', 'iraq', 'claim', 'respons', 'design', 'expos', 'weak', 'incompet', 'current', 'iraqi', 'govern']",0.39413174986839294,0.6058682799339294
538,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that the assailants were possibly en route to attack Sheik Ahmad Abukakar Gumi, a cleric who had recently criticized Boko Haram.","['note', 'assail', 'possibl', 'rout', 'sheik', 'ahmad', 'abukakar', 'gumi', 'cleric', 'recent', 'critic', 'boko', 'haram']",0.9367328882217407,0.06326707452535629
539,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources stated that the victims were accused of working with security personnel.","['victim', 'accus', 'work', 'secur', 'personnel']",0.10980253666639328,0.8901974558830261
546,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted a Shiite mosque, is part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['shiit', 'mosqu', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9587085247039795,0.041291482746601105
551,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The Partido Marxista-Leninista ng Pilipinas (PMLP) claimed responsibility and, in a letter, stated that the attack was due to the National Housing Authority's failure to address the problems of demolitions in Manila, particularly in the North Triangle Area.","['partido', 'marxista', 'leninista', 'pilipina', 'pmlp', 'claim', 'respons', 'letter', 'nation', 'hous', 'author', 'failur', 'address', 'problem', 'demolit', 'manila', 'particular', 'north', 'triangl', 'area']",0.9514719843864441,0.04852806404232979
553,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that money and goods were stolen during the attack.","['note', 'money', 'good', 'steal']",0.1448494791984558,0.8551505208015442
557,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the attack on the checkpoint, stating that it was done in retaliation for United States (US) air strikes in the provinces of al-Bayda and Abyan.","['arabian', 'peninsula', 'aqap', 'claim', 'respons', 'checkpoint', 'state', 'retali', 'unit', 'state', 'strike', 'provinc', 'bayda', 'abyan']",0.9515562653541565,0.048443734645843506
561,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,A spokesperson for Tehrik-i-Taliban Pakistan (TTP) stated that Deputy Speaker Khushdil Khan was attacked because he had been organizing the tribes in his area against the group.,"['spokesperson', 'tehrik', 'taliban', 'pakistan', 'deputi', 'speaker', 'khushdil', 'khan', 'attack', 'organ', 'tribe', 'area', 'group']",0.059977952390909195,0.9400220513343811
563,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,The specific motive for the attack was a final attempt to target police and security forces in Iraq just days before the United States Military ends its combat mission.,"['final', 'attempt', 'polic', 'secur', 'forc', 'iraq', 'day', 'unit', 'state', 'militari', 'end', 'combat', 'mission']",0.0744626522064209,0.9255374073982239
565,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"Specific motive is unknown; however, the assailants released a statement claiming responsibility for targeting American-related locations and ""traitor"" sites.","['assail', 'releas', 'claim', 'respons', 'american', 'relat', 'locat', 'traitor', 'sit']",0.8937619924545288,0.10623799264431
571,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"The specific motive is unknown; however, the Taliban annouced in May 2011 a campaign against International Security Assistance Force (ISAF) troops in Afghanistan.","['taliban', 'annouc', 'campaign', 'intern', 'secur', 'assist', 'forc', 'isaf', 'troop', 'afghanistan']",0.05262437462806702,0.9473756551742554
574,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The attack was aimed at inciting social fear and panic among People's Alliance for Democracy (PAD) supporters.,"['aim', 'incit', 'social', 'fear', 'panic', 'peopl', 'allianc', 'democraci', 'support']",0.6025538444519043,0.3974461555480957
576,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,"The specific motive is unknown; however, sources indicated that, prior to the incident, six Revolutionary Armed Forces of Colombia (FARC) members were killed during clashes with government forces in southwest Colombia.","['indic', 'prior', 'revolutionari', 'arm', 'forc', 'colombia', 'farc', 'member', 'kill', 'clash', 'govern', 'forc', 'southwest', 'colombia']",0.04094942286610603,0.9590505361557007
579,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"An unaffiliated individual, identified as Dawud Abdulwali, claimed responsibility for the incident and stated that he carried out the attack in response to the death of Michael Brown by a police officer in Ferguson, Missouri in August 2014.","['unaffili', 'individu', 'identifi', 'dawud', 'abdulwali', 'claim', 'respons', 'carri', 'respons', 'death', 'michael', 'brown', 'polic', 'offic', 'ferguson', 'missouri', 'august']",0.10410107672214508,0.8958989381790161
581,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,"The specific motive is unknown; however, sources posited that Al-Nusrah Front carried out the attack in order to cut off Idlib governorate prior to the upcoming presidential elections, scheduled for June 3, 2014.","['posit', 'nusrah', 'carri', 'order', 'idlib', 'governor', 'prior', 'upcom', 'presidenti', 'elect', 'schedul', 'june']",0.05086874961853027,0.9491312503814697
582,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and stated that the attack was carried out in retaliation for Belgium's participation in a coalition against ISIL.,"['islam', 'state', 'iraq', 'levant', 'isil', 'claim', 'respons', 'carri', 'retali', 'belgium', 'particip', 'coalit', 'isil']",0.9475405812263489,0.052459467202425
585,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Balochistan Liberation Army spokesman said that the Chinese were aiding the Pakistani government in exploiting Balochistan's natural resources.,"['balochistan', 'liber', 'armi', 'spokesman', 'say', 'chines', 'aid', 'pakistani', 'govern', 'exploit', 'balochistan', 'natur', 'resourc']",0.04194951057434082,0.9580504894256592
586,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,The Allied Democratic Forces (ADF) claimed responsibility for the incident and declared that a portion of the Beni Territory forest was ADF territory.,"['alli', 'democrat', 'forc', 'claim', 'respons', 'declar', 'portion', 'beni', 'territori', 'forest', 'territori']",0.11728725582361221,0.8827127814292908
587,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The internet statement indicated that the attack was revenge on behalf of the Sunni population of Qaim, Iraq.  The statement also indicated that the restaurant was targeted because many of its customers were ""infidels"" as well as Iraqi policemen.","['internet', 'indic', 'reveng', 'behalf', 'sunni', 'popul', 'qaim', 'iraq', 'indic', 'restaur', 'custom', 'infidel', 'iraqi', 'policemen']",0.7374296188354492,0.26257041096687317
589,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack is the man wanted his unpaid wages and was turned down.,"['want', 'unpaid', 'wag', 'turn']",0.11602120101451874,0.8839788436889648
590,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,A Hizb-ul-Mujahidin (HM) spokesperson said that the attack was to warn Indian security forces in the Jammu and Kashmir state to stop committing atrocities against common Kashmiris.,"['hizb', 'mujahidin', 'spokesperson', 'say', 'warn', 'indian', 'secur', 'forc', 'jammu', 'kashmir', 'state', 'stop', 'commit', 'atroc', 'common', 'kashmiri']",0.03886393830180168,0.9611361026763916
592,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that the attack may have been part of a larger trend of violence related to Bangladesh's nationwide hartal, which began on January 6, 2015.","['note', 'larger', 'trend', 'violenc', 'relat', 'bangladesh', 'nationwid', 'hartal', 'begin', 'januari']",0.9507343173027039,0.04926570877432823
593,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,"The specific motive is unknown; however, sources note that the victim was an elected Panchayat and that several Panchayat had been receiving death threats asking them to resign their posts.","['note', 'victim', 'elect', 'panchayat', 'panchayat', 'receiv', 'death', 'threat', 'ask', 'resign', 'post']",0.9432346224784851,0.05676541104912758
599,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that Abraham Ibba may have been targeted as part of a larger trend of violence related to mayoral elections in the Philippines.","['suspect', 'abraham', 'ibba', 'larger', 'trend', 'violenc', 'relat', 'mayor', 'elect', 'philippin']",0.9470163583755493,0.052983663976192474
601,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,"The Taliban claimed responsibility for the incident and stated that the attack was directed at Germans, whom the group viewed as ""invaders.''","['taliban', 'claim', 'respons', 'direct', 'german', 'group', 'view', 'invad']",0.08742618560791016,0.9125738143920898
605,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Disrupt the upcoming parliamentary elections.,"['disrupt', 'upcom', 'parliamentari', 'elect']",0.8209313154220581,0.1790686845779419
606,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack may have been part of a larger trend of violence related to recent elections in the Philippines.","['suspect', 'larger', 'trend', 'violenc', 'relat', 'recent', 'elect', 'philippin']",0.9325531721115112,0.06744685024023056
608,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) intended to damage Turkey's tourism industry.","['suspect', 'islam', 'state', 'iraq', 'levant', 'isil', 'intend', 'damag', 'turkey', 'tourism', 'industri']",0.9375064969062805,0.062493499368429184
612,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,"Boko Haram claimed responsibility for the attacks, stating that they were in revenge for police arrests and murders of Boko Haram members.","['boko', 'haram', 'claim', 'respons', 'attack', 'state', 'reveng', 'polic', 'arrest', 'murder', 'boko', 'haram', 'member']",0.06219056621193886,0.9378094673156738
613,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,"The specific motive is unknown; however, residents noted that the explosive devices were planted after the Afghan military began an operation in the area.","['resid', 'note', 'explos', 'devic', 'plant', 'afghan', 'militari', 'begin', 'oper', 'area']",0.18249759078025818,0.8175023794174194
614,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources posited that the Islamic State of Iraq and the Levant (ISIL) carried out the attack in protest to Al-Nusrah Front's plan to create Tahrir al-Sham Brigade in collaboration with Qalamoun Muslim Scholars Committee.","['posit', 'islam', 'state', 'iraq', 'levant', 'isil', 'carri', 'protest', 'nusrah', 'plan', 'creat', 'tahrir', 'sham', 'brigad', 'collabor', 'qalamoun', 'muslim', 'scholar', 'committe']",0.7975400686264038,0.2024599015712738
615,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive for the attack was to intimidate the Yemeni military.,"['intimid', 'yemeni', 'militari']",0.5617222189903259,0.43827781081199646
617,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, after the incident, ""the LTTE in a statement posted on its peace secretariat website accused the navy of preventing Tamil fishermen from earning a living by banning fishing in several areas along the northern coastline.""  They stated that the ""Sri Lankan Navy has banned fishing for Tamil fisherman in most sections of the north seas of the Jaffna peninsula,"" adding that nearly 1,000 families had been affected.","['ltte', 'post', 'peac', 'secretariat', 'websit', 'accus', 'navi', 'prevent', 'tamil', 'fishermen', 'earn', 'live', 'ban', 'fish', 'area', 'northern', 'coastlin', 'lankan', 'navi', 'ban', 'fish', 'tamil', 'fisherman', 'section', 'north', 'sea', 'jaffna', 'peninsula', 'add', 'near', 'famili', 'affect']",0.023622121661901474,0.9763779044151306
620,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,"Specific motive is unknown; however, sources speculate that the assailants were a breakaway faction of the Tuareg rebels that are fighting more greater autonomy.","['assail', 'breakaway', 'faction', 'tuareg', 'rebel', 'fight', 'greater', 'autonomi']",0.9254329204559326,0.07456709444522858
621,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Azam Tariq, spokesman for the Pakistani Taliban, said the attack was in response to U.S. aggression against Muslims around the world.","['azam', 'tariq', 'spokesman', 'pakistani', 'taliban', 'say', 'respons', 'aggress', 'muslim', 'world']",0.08376646041870117,0.9162335991859436
623,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted Shiite pilgrims, is part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['shiit', 'pilgrim', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9589367508888245,0.04106321558356285
628,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources suspected that the attack, which targeted members of the Shiite community, may have been part of a larger trend of sectarian violence between Iraq's majority Shiite and minority Sunni communities.","['suspect', 'member', 'shiit', 'communiti', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'major', 'shiit', 'minor', 'sunni', 'communiti']",0.9632133841514587,0.03678661584854126
629,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,"The specific motive is unknown; however, sources noted that Constable Lal Sai was a former member of the Communist Party of India - Maoist (CPI-Maoist).","['note', 'constabl', 'member', 'communist', 'parti', 'india', 'maoist', 'maoist']",0.0692058652639389,0.9307941794395447
630,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,The specific motive for the attack was to intimidate the Al Anbar provincial government.,"['intimid', 'anbar', 'provinci', 'govern']",0.16831226646900177,0.8316877484321594
631,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Tehrik-e-Taliban Pakistan (TTP) spokesman, Ahmadullah Ahmadi claimed responsibility for the attack claiming it was a reaction to the army’s operation against the militants. TTP Spokesman, Ehsanullah Ehsan, also made a second claim of responsibility to Reuters via telephone from an undisclosed location stating “Our men carried out these attacks and we will carry out more in retaliation for government operations against our people in the northwest.”","['tehrik', 'taliban', 'pakistan', 'spokesman', 'ahmadullah', 'ahmadi', 'claim', 'respons', 'claim', 'reaction', 'armi', 'oper', 'milit', 'spokesman', 'ehsanullah', 'ehsan', 'second', 'claim', 'respons', 'reuter', 'telephon', 'undisclos', 'locat', 'state', 'carri', 'attack', 'carri', 'retali', 'govern', 'oper', 'peopl', 'northwest']",0.5964229106903076,0.40357711911201477
633,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,"The specific motive is unknown; however, the victim, Julia Carabias, speculated that the attack was connected to her work as an environmentalist promoting jungle conservation in the area.","['victim', 'julia', 'carabia', 'connect', 'work', 'promot', 'jungl', 'conserv', 'area']",0.061589308083057404,0.9384106397628784
635,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,"In a website statement, Zabihollah Mojahed, a Taliban spokesperson claimed responsibility for the attack and stated the attack targeted the provincial chief of the counterterrorism police because he was a killer and cruel person ""who was punished for his sinister actions.""","['websit', 'zabihollah', 'mojah', 'taliban', 'spokesperson', 'claim', 'respons', 'provinci', 'chief', 'polic', 'killer', 'cruel', 'person', 'punish', 'sinist', 'action']",0.03774174675345421,0.9622582793235779
638,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,The Balochistan Liberation Front (BLF) claimed responsibility for the incident and stated that Qasim was an alleged informer.,"['balochistan', 'liber', 'claim', 'respons', 'qasim', 'alleg', 'inform']",0.07512931525707245,0.9248707294464111
639,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,The specific motive for the attack is unknown or was not reported.,['report'],0.26463744044303894,0.7353625297546387
643,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, Al-Qa'ida in Iraq (AQI) claimed responsibility in an online statement, saying that the attack was part of a larger pattern of violence targeting government and security forces in ""response to the campaign of detaining, torture, embargo and confiscation of lands of Sunni people, especially in Baghdad and its outskirts.""  Sources speculated that the attack may be part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.","['iraq', 'claim', 'respons', 'onlin', 'say', 'larger', 'pattern', 'violenc', 'govern', 'secur', 'forc', 'respons', 'campaign', 'detain', 'tortur', 'embargo', 'confisc', 'land', 'sunni', 'peopl', 'especi', 'baghdad', 'outskirt', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'minor', 'sunni', 'major', 'shiit', 'communiti']",0.9741389155387878,0.025861071422696114
644,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,The specific motive was to disrupt peace talks taking place in New York.,"['disrupt', 'peac', 'talk', 'take', 'place', 'york']",0.6183988451957703,0.38160115480422974
649,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Al-Shabaab claimed responsibility for the incident and accused Jimale Gobale of orchestrating military operations against the group.,"['shabaab', 'claim', 'respons', 'accus', 'jimal', 'gobal', 'orchestr', 'militari', 'oper', 'group']",0.07733805477619171,0.9226619601249695
650,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, police officials suspected that separatists carried out the attack because they opposed the practice of gambling, which is available at fairs in southern Thailand.","['polic', 'offici', 'suspect', 'separatist', 'carri', 'oppos', 'practic', 'gambl', 'avail', 'fair', 'southern', 'thailand']",0.3331133723258972,0.6668866276741028
651,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,The New People's Army (NPA) claimed responsibility for the incident and stated that the attack was carried out in retaliation to military operations.,"['peopl', 'armi', 'claim', 'respons', 'carri', 'retali', 'militari', 'oper']",0.21193867921829224,0.7880613207817078
654,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack may have been carried out in retaliation to Hezbollah's involvement in the Syrian conflict.","['carri', 'retali', 'hezbollah', 'involv', 'syrian', 'conflict']",0.1096208244562149,0.8903791308403015
655,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,The specific motive for the attack was to prevent 14 members of Afghan President Hamid Karzai's Cabinet from being sworn in.,"['prevent', 'member', 'afghan', 'presid', 'hamid', 'karzai', 'cabinet', 'swear']",0.6237452030181885,0.3762548565864563
657,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources speculated that the incident may have been in response to Hezbollah's intervention in Syria.","['respons', 'hezbollah', 'intervent', 'syria']",0.1439279168844223,0.8560720682144165
658,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"The perpetrator's letter read ""Do not be sad for me, the south must be liberated.""","['perpetr', 'letter', 'read', 'south', 'liber']",0.1707831621170044,0.8292168974876404
661,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Part of an AQLIM campaign to destabilize Algeria by targeting members of the government.,"['aqlim', 'campaign', 'destabil', 'algeria', 'member', 'govern']",0.09271057695150375,0.907289445400238
664,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"Jaish-e-Islam claimed responsibility for the incident, stating that the incident was carried out in revenge for an attack that occurred in Rawalpindi and for an incident in which the Quran was desecrated in Quetta. Sources also speculated that the attack, which targeted Shiite pilgrims, may be part of a larger trend of sectarian violence between Pakistan's  majority Sunni and minority Shiite communities.","['jaish', 'islam', 'claim', 'respons', 'state', 'carri', 'reveng', 'occur', 'rawalpindi', 'quran', 'desecr', 'quetta', 'shiit', 'pilgrim', 'larger', 'trend', 'sectarian', 'violenc', 'pakistan', 'major', 'sunni', 'minor', 'shiit', 'communiti']",0.9753727912902832,0.024627231061458588
666,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that the attack occurred on the same day that separatists called for a general strike in Aden to protest a government crackdown.","['note', 'occur', 'separatist', 'call', 'general', 'strike', 'aden', 'protest', 'govern', 'crackdown']",0.14506573975086212,0.8549342751502991
667,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources noted that the attack occurred in a Sunni village and speculated that it was part of a larger trend of sectarian violence between Iraq's minority Sunni and majority Shiite communities.","['note', 'occur', 'sunni', 'villag', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'minor', 'sunni', 'major', 'shiit', 'communiti']",0.9626218676567078,0.03737809509038925
674,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,"The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident and demanded that Fahd Faraj, an ISIL member, be released in Kuwait.","['islam', 'state', 'iraq', 'levant', 'isil', 'claim', 'respons', 'demand', 'fahd', 'faraj', 'isil', 'member', 'releas', 'kuwait']",0.9558217525482178,0.04417828470468521
675,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Ansar Bayt al-Maqdis (Ansar Jerusalem) claimed responsibility for the incident and stated that the attack was carried out in order to sabotage the economic interests of the government.,"['ansar', 'bayt', 'maqdi', 'ansar', 'jerusalem', 'claim', 'respons', 'carri', 'order', 'sabotag', 'econom', 'interest', 'govern']",0.9493146538734436,0.05068536475300789
677,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Government officials believe that the attack was specifically meant to attack the Kashmir Government as it was changing from its winter to its summer post.,"['govern', 'offici', 'believ', 'specif', 'mean', 'kashmir', 'govern', 'chang', 'winter', 'summer', 'post']",0.6650137305259705,0.33498629927635193
678,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,"Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack and stated that it was carried out in retaliation for the recent Pakistani military campaign, Operation Zarb-e-Azb, in North Waziristan.","['tehrik', 'taliban', 'pakistan', 'claim', 'respons', 'carri', 'retali', 'recent', 'pakistani', 'militari', 'campaign', 'oper', 'zarb', 'north', 'waziristan']",0.5750719308853149,0.42492809891700745
679,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,"The specific motive is unknown; however, sources noted that the attack occurred amidst the Bangkok shutdown operation, organized by protestors.","['note', 'occur', 'amidst', 'bangkok', 'shutdown', 'oper', 'organ', 'protestor']",0.9115723371505737,0.08842770010232925
681,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,"The specific motive is unknown; however, seven major opposition groups had issued a threat saying they would target Indian National Congress candidates for opposing their ideals.","['seven', 'major', 'opposit', 'group', 'issu', 'threat', 'say', 'indian', 'nation', 'congress', 'candid', 'oppos', 'ideal']",0.2739446461200714,0.7260553240776062
683,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Chaudhary was allegedly killed for acting as an informant against JTMM-G,"['chaudhari', 'alleg', 'kill', 'act', 'inform', 'jtmm']",0.08133339881896973,0.9186665415763855
684,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Ansarullah Bangla Team claimed responsibility for the incident and stated that the group targeted Washikur Rahman because he had disrespected Islam.,"['ansarullah', 'bangla', 'team', 'claim', 'respons', 'group', 'washikur', 'rahman', 'disrespect', 'islam']",0.9447217583656311,0.05527821555733681
685,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Abdullah Azzam Brigades claimed responsibility for the incident and stated that the attack was carried out in retaliation to Hezbollah and Iran's involvement in the Syrian conflict and demanded that the group's members be released from Lebanese prisons.,"['abdullah', 'azzam', 'brigad', 'claim', 'respons', 'carri', 'retali', 'hezbollah', 'iran', 'involv', 'syrian', 'conflict', 'demand', 'group', 'member', 'releas', 'lebanes', 'prison']",0.7918663024902344,0.2081337422132492
686,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,"The specific motive is unknown; however, sources posited that Girja Paswan was targeted because the Communist Party of India - Maoist (CPI-Maoist) believed he was a police informant.","['posit', 'girja', 'paswan', 'communist', 'parti', 'india', 'maoist', 'maoist', 'believ', 'polic', 'inform']",0.044983308762311935,0.9550166726112366
688,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,"The specific motive is unknown; however, sources speculated that the attack, which targeted a Shiite religious hall in Baghdad, is part of a larger trend of sectarian violence between Iraq's Sunni minority and Shiite majority communities.","['shiit', 'religi', 'hall', 'baghdad', 'larger', 'trend', 'sectarian', 'violenc', 'iraq', 'sunni', 'minor', 'shiit', 'major', 'communiti']",0.9623857736587524,0.03761424124240875
