index,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,motive2,topic1,topic2
8806,201203020007,2012,3,2,,0,,4,Afghanistan,6,South Asia,Kandahar,Karz,31.571955,65.741539,1.0,0,,"03/02/2012: A suicide bomber on a motorcycle attacked a North Atlantic Treaty Organization (NATO) convoy in Karz village, Kandahar province, Afghanistan. As a result, four soldiers, a police officer, a translator, and a civilian were injured. The Taliban claimed responsibility for the incident, stating that it was a revenge attack for the burning of Korans at a United States (US) military base in Bagram.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Afghan Police,Officer,4.0,Afghanistan,4.0,Military,29.0,Military Unit/Patrol/Convoy,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Convoy,422.0,International,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4.0,Afghanistan,Taliban,,,,,,"The specific motive is unknown; however, sources stated that it was consistent with recent Taliban attacks in retaliation for the burning of Korans at a United States (US) military base.",0.0,,,0,1.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,1.0,0.0,1.0,7.0,,0.0,1,4.0,Unknown,-99.0,A North Atlantic Treaty Organization (NATO) convoy was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Suicide bomber   attacks NATO   convoy, 7 wounded: official,"" Agence France Presse -- English, March 2, 2012.","""Afghan and foreign forces sustain casualties in Kandahar suicide attack,"" Afghan Islamic Press, March 2, 2012.","""Suicide bomber target NATO convoy in Kandahar province,"" Khaama Press, March 2, 2012.",START Primary Collection,0,1,1,1,,"[u'consist', u'recent', u'taliban', u'attack', u'retali', u'burn', u'koran', u'unit', u'state', u'militari', u'base']",0.05814342200756073,0.9418565630912781
8808,201203030008,2012,3,3,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Charsadda,34.14658,71.743538,1.0,0,,"03/03/2012: A suicide bomber detonated their explosives near politicians leaving a rally in Charsadda town, Khyber Pakhtunkhwa province, Pakistan. Two people, including the bomber and one member of the police patrol escorting the politicians, were killed, and five other people, including civilians, were wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",1,1,1,0.0,,,0.0,0,1,1,Assassination,,,,,22,Violent Political Party,111.0,Rally,Qaumi Watan Party (QWP),Rally,153.0,Pakistan,3.0,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Convoy,153.0,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,"Omer Khalid, a local Taliban leader, claimed responsibility for the attack, stating that Pakistan People's Party-Sherpo's chief was targeted because he had cooperated with the government against militants in the tribal areas.",0.0,,,0,1.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosive device containing between five and six kilograms of explosive material and ball bearings that was incorporated into a vest was used in the attack.,2.0,0.0,1.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The police patrol was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP) spokesperson Omer Khalid claimed the attack.,"""Senior Pakistani politician escapes suicide attack,"" The Associated Press, March 3, 2012.","""Pakistan suicide   attack   wounds five   police,"" Agence France Presse -- English, March 4, 2012.","""Cop killed, lawmaker wounded in Pakistan suicide attack,"" Agence France Presse -- English, March 3, 2012.",START Primary Collection,0,0,0,0,,"[u'omer', u'khalid', u'local', u'taliban', u'leader', u'claim', u'respons', u'state', u'pakistan', u'peopl', u'parti', u'sherpo', u'chief', u'cooper', u'govern', u'milit', u'tribal', u'area']",0.05991667881608009,0.9400833249092102
8809,201203030010,2012,3,3,,0,,228,Yemen,10,Middle East & North Africa,Al Bayda,Bayda,13.985013,45.558479,1.0,0,At a Republican Guard base in the city,"03/03/2012: Suicide bombers in a vehicle detonated their explosives at a Republican Guard base in Bayda city, Al Bayda governorate, Yemen. One soldier was killed and five wounded. A building was also destroyed in the attack. Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the incident.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,1,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,Yemeni Republican Guard,Camp,228.0,Yemen,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),,,,,,"Al-Qa'ida in the Arabian Peninsula (AQAP) representatives claimed responsibility for the bombing on the Republican Guard camp and stated that it was in response to ""crimes"" committed by troops.",0.0,,,0,2.0,0.0,1.0,9.0,Other,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,A pickup truck was used in the attack.,3.0,0.0,2.0,5.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A building at the Republican Guard camp was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Soldier killed as new suicide bombing hits Yemen,"" Agence France Presse -- English, March 3, 2012.","""UPDATE 2-Four dead in south Yemen blasts, al Qaeda blamed,"" Reuters News, March 3, 2012.","""LEAD: Al-Qaeda blamed for suicide attack on army camp in Yemen Eds: Releads with casualties; specifies   attack   as car   bombing,"" DPA (Berlin), March 3, 2012.",START Primary Collection,0,1,0,1,,"[u'arabian', u'peninsula', u'aqap', u'repres', u'claim', u'respons', u'bomb', u'republican', u'guard', u'camp', u'respons', u'crime', u'commit', u'troop']",0.3553943932056427,0.6446056365966797
8814,201203040018,2012,3,4,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dera Ismail Khan,31.834328000000006,70.90905,1.0,0,,"03/04/2012: A suicide bomber rammed his motorcycle into a police van in Dera Ismail Khan city, Khyber Pakhtunkhwa province, Pakistan. District Superintendent of Police Abdul Ghafoor and two other officers were injured. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Van,153.0,Pakistan,,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,"Mohammed Mansoor, a spokesperson for Tehrik-i-Taliban Pakistan (TTP) stated that District Superintendent of Police Abdul Ghafoor was targeted because of his involvement in the Shah Hassan Khel operation.",0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,"A motorcycle, ridden by a suicide bomber, was used in the attack.",1.0,0.0,1.0,2.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The police vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here. Deputy superintendent of police Abdul Ghafoor Khan and police officers Nadeem, Muhammad Ali, and Sifatullah were injured along with their driver Saleem.","""Two policemen injured in blast in northwest Pakistan,"" The Press Trust of India Limited, March 4, 2012.","""FACTBOX-Security developments in Pakistan, March 4,"" Reuters News, March 4, 2012.","""DSP among 5 injured in DI Khan suicide attack,"" Daily The Post, March 5, 2012.",START Primary Collection,0,0,0,0,,"[u'moham', u'mansoor', u'spokesperson', u'tehrik', u'taliban', u'pakistan', u'district', u'superintend', u'polic', u'abdul', u'ghafoor', u'involv', u'shah', u'hassan', u'khel', u'oper']",0.9508734345436096,0.04912653937935829
8817,201203050007,2012,3,5,,0,,4,Afghanistan,6,South Asia,Parwan,Bagram,34.94025,69.254974,1.0,0,Occurred outside Bagram Airfield,"03/05/2012: A suicide bomber detonated outside Bagram Airfield near Bagram city, Parwan province, Afghanistan. Three people, including the attacker, were killed, and four others were wounded. The Taliban claimed responsibility for the attack, stating that it was in response to the burning of Korans at the base two weeks prior.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,4,Military,37.0,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Bagram Airbase,422.0,International,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4.0,Afghanistan,,,,,,,,,Taliban,,,,,,"Taliban spokesperson Zabihullah Mujahid claimed responsibility for the attack on Bagram airfield, stating that it was retaliation for the burning of Qurans by American soldiers.",0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,3.0,0.0,1.0,4.0,0.0,0.0,-9,,,,It is unknown if any property was damaged in this attack.,0.0,,,,,,,,,,,,,,,,,"""Two killed in attack on US military base: Afghan official,"" Agence France Presse -- English, March 5, 2012.","""Afghan police: suicide bombers kill 2 civilians near US base near Kabul, 1 in Jalalabad,"" Associated Press Newswires, March 5, 2012.","""UPDATE 1-Suicide attack on Afghan NATO base where Korans burned,"" Reuters News, March 5, 2012.",START Primary Collection,0,1,1,1,,"[u'taliban', u'spokesperson', u'zabihullah', u'mujahid', u'claim', u'respons', u'bagram', u'airfield', u'state', u'retali', u'burn', u'quran', u'american', u'soldier']",0.05888217315077782,0.9411178827285767
8826,201203090017,2012,3,9,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Kalaya,33.747778000000004,70.96194399999997,1.0,0,,"03/09/2012: A gunman shot and killed Malik Waris Khan, a pro-government militia chief, in Kalayatown, Federally Administered Tribal Areas, Pakistan. The attacker then proceeded to shoot himself when he was surrounded by police. Tehriki-i-Taliban Pakistan (TTP) spokesperson Ehsanullah Ehsan claimed responsibility for the attack, stating that Khan was targeted because he had been working against TTP.",1,1,1,0.0,,,0.0,1,1,1,Assassination,,,,,17,Terrorists/Non-State Militia,94.0,Non-State Militia,Aman Lashkars,Chief: Malak Waris Khan,153.0,Pakistan,,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),,,,,,"A spokesperson for Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the shooting of Malik Waris Khan, stating that Khan was attacked because he had been actively working against TTP.",0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),5.0,Firearms,5.0,Unknown Gun Type,,,,,,,,,A grenade was used in the attack.,2.0,0.0,1.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP) spokesperson Ehsanullah Ehsan claimed responsibility for the attack.,"""FACTBOX-Security developments in Pakistan, March 9,"" Reuters News, March 9, 2012.","""Peace body chief shot dead in Orakzai,"" The Nation (AsiaNet), March 10, 2012.","""Award-winning pro-govt tribal elder killed in Orakzai Agency,"" Plus News Pakistan, March 10, 2012.",START Primary Collection,0,0,0,0,,"[u'spokesperson', u'tehrik', u'taliban', u'pakistan', u'claim', u'respons', u'shoot', u'malik', u'wari', u'khan', u'state', u'khan', u'attack', u'activ', u'work']",0.04996602609753609,0.950033962726593
8827,201203110007,2012,3,11,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Badaber,33.91758,71.562035,1.0,0,The event occurred in the Badaber area of Peshawar.,"03/11/2012: A suicide bomber detonated an explosive device at a funeral service in Badaber village, Khyber Pakhtunkhwa province, Pakistan. A spokesperson from Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the attack, stating that the intended target was Deputy Speaker of Khyber Pakhtunkhwa Assembly Khushdil Khan. Khan escaped the attack unhurt, but 18 other people were killed and 35 wounded.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Provincial Assembly of Khyber Pakhtunkhwa,Deputy Speaker: Khushidil Khan,153.0,Pakistan,14.0,Private Citizens & Property,78.0,"Procession/Gathering (funeral, wedding, birthday, religious)",Not Applicable,Funeral,153.0,Pakistan,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),Darra Adam Khel chapter,,,,,A spokesperson for Tehrik-i-Taliban Pakistan (TTP) stated that Deputy Speaker Khushdil Khan was attacked because he had been organizing the tribes in his area against the group.,0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,Explosive devices weighing eight kilograms that incorporated ball bearings were used in the attack.,18.0,0.0,1.0,35.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most recent estimates are reported here. Those killed in the attack were identified as Zarshad, Khalid Dad, Mir Ahmed, Farman Ali, Khan Shah, Kamran, Raees Khan, Hameed Khan, Syed Afridi, Sana-ur-Rehman, Ahmed Khan, Shahbaz, Iftikhar, Raheemshah, Ameen Khan and Raees Khan. Tehrik-i-Taliban Pakistan (TTP) spokesperson Mohammad Afridi claimed responsibility for the attack.","""Suicide blast at Pakistan funeral kills 15: officials,"" Agence France Presse -- English, March 11, 2012.","""UPDATE 3-Blast at funeral in Pakistan kills 13,"" Reuters News, March 11, 2012.","""Top Pak politician escapes suicide attack, 15 killed,"" The Press Trust of India Limited, March 11, 2012.",START Primary Collection,0,0,0,0,,"[u'spokesperson', u'tehrik', u'taliban', u'pakistan', u'deputi', u'speaker', u'khushdil', u'khan', u'attack', u'organ', u'tribe', u'area', u'group']",0.05747513100504875,0.9425248503684998
8829,201203110012,2012,3,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Plateau,Jos,9.933333,8.883333,1.0,1,"Rayfield, at the center of the city","03/11/2012: A suicide attacker in a car detonated his explosive devices outside of St. Finbar's Catholic Church in Jos city, Plateau state, Nigeria. Four people, including the attacker, were killed, and 22 were injured. No group claimed responsibility for this attack.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,St. Finbar's Catholic Church,Catholic Church,147.0,Nigeria,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources suspected that it may have been an attempt at igniting sectarian conflict in the state.",0.0,,,0,1.0,0.0,0.0,,,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,4.0,0.0,1.0,22.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The church's roof and windows as well as the fence surrounding the church's compound were damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""Gunmen kill three near Nigerian flashpoint city,"" Agence France Presse -- English, March 12, 2012.","""Gunmen kill three near Nigerian flashpoint city: official,"" Agence France Presse, March 12, 2012.","""Gunmen Kill Three Near Nigerian Flashpoint City,"" AFP (World Service), March 12, 2012.",START Primary Collection,-9,-9,0,-9,,"[u'suspect', u'attempt', u'ignit', u'sectarian', u'conflict', u'state']",0.7604679465293884,0.23953206837177277
8831,201203130014,2012,3,13,,0,,228,Yemen,10,Middle East & North Africa,Al Bayda,Bayda,13.985013,45.558479,1.0,0,Al-Areef area,"03/13/2012: Four suicide bombers in a car attacked a checkpoint in Bayda town, Al Bayda governorate, Yemen. Three other people were killed, and seven people were wounded. Ansar al-Sharia claimed responsibility for this attack.",1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,1,3,Bombing/Explosion,,,,,4,Military,36.0,Military Checkpoint,Military of Yemen,Checkpoint,228.0,Yemen,,,,,,,,,,,,,,,,,Al-Qaida in the Arabian Peninsula (AQAP),Ansar al-Sharia,,,,,"Al-Qa'ida in the Arabian Peninsula (AQAP) claimed responsibility for the attack on the checkpoint, stating that it was done in retaliation for United States (US) air strikes in the provinces of al-Bayda and Abyan.",0.0,,,0,-99.0,0.0,1.0,8.0,Personal claim,,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,7.0,0.0,4.0,7.0,0.0,1.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"""10 people killed as Qaeda, Yemen forces' battles intensify,"" Agence France Presse -- English, March 13, 2012.","""7 Qaeda militants, 3 policemen killed in Yemen onslaught,"" Agence France Presse -- English, March 13, 2012.","""4 killed in suicide attack in Yemen,"" CNN.com, March 13, 2012.",START Primary Collection,0,1,0,1,,"[u'arabian', u'peninsula', u'aqap', u'claim', u'respons', u'checkpoint', u'state', u'retali', u'unit', u'state', u'strike', u'provinc', u'bayda', u'abyan']",0.7192596197128296,0.280740350484848
8832,201203140005,2012,3,14,,0,,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,2.059819,45.326115,1.0,0,,"03/14/2012: A suicide attacker detonated his explosives at the presidential compound in Mogadishu city, Banaadir region, Somalia. Six people were killed and 10 others injured. Al-Shabaab claimed responsibility for the attack, stating that it was part of the group's ongoing war against the Somali government.",1,1,1,0.0,,,0.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of Somalia,Villa Somalia,182.0,Somalia,,,,,,,,,,,,,,,,,Al-Shabaab,,,,,,Al-Shabaab claimed responsibility for the incident and stated that it was part of their larger war against the Somali government.,0.0,,,0,1.0,0.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,6.0,0.0,1.0,10.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The gate of the compound of the Presidential Palace was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here. Al-Shabaab spokesman Sheik Ali Mohamud Rageh (Ali Dheere) claimed responsibility for this attack.","""Somali bomber aided by presidential employee: official,"" Agence France Presse -- English, March 15, 2012.","""Deadly blast at Somali government compound,"" Al Jazeera English, March 14, 2012.","""Somalia: Suicide Bomber Kills Two People at Presidential Compound,"" AFP (World Service), March 14, 2012.",START Primary Collection,0,0,0,0,,"[u'shabaab', u'claim', u'respons', u'larger', u'somali', u'govern']",0.09052537381649017,0.9094746708869934
8834,201203150005,2012,3,15,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Peshawar,34.006004,71.53743,1.0,0,,"03/15/2012: A suicide bomber targeted the car of Superintendent of Police Kalam Khan in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. Khan was killed and four other police officers wounded. Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for this attack.",1,1,1,0.0,,,0.0,1,1,1,Assassination,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Pakistani Police,Vehicle,153.0,Pakistan,,,,,,,,,,,,,,,,,Tehrik-i-Taliban Pakistan (TTP),Darra Adam Khel chapter,,,,,"Sources indicate that the Superintendent of Police, Kalam Khan, was targeted because of his successful anti-Taliban operations in rural areas.",0.0,,,0,1.0,0.0,1.0,2.0,Call (post-incident),,,,,,,,6,Explosives,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,An explosive device weighing six kilograms was used in the attack.,2.0,0.0,1.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,One vehicle was damaged in this attack.,0.0,,,,,,,,,,,,,,,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here. Tehrik-i-Taliban Pakistan (TTP) spokesperson Tariq Afridi claimed responsibility.","""Taliban kills senior Pak police officer,"" The Press Trust of India Limited, March 15, 2012.","""Suicide bomber kills senior police official in northwest Pak,"" The Press Trust of India Limited, March 15, 2012.","""BRIEF: Suicide bombing kills police official in north-west Pakistan,"" DPA (Berlin), March 15, 2012.",START Primary Collection,0,0,0,0,,"[u'indic', u'superintend', u'polic', u'kalam', u'khan', u'success', u'anti', u'taliban', u'oper', u'rural', u'area']",0.48242267966270447,0.5175773501396179
8835,201203170007,2012,3,17,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,1.0,0,,"03/17/2012: A suicide bomber in a vehicle detonated near the Air Force Intelligence building in Damascus city, Damascus governorate, Syria. This was one of two suicide attacks on government buildings in the city on this day. A total of 29 people were killed and 140 injured in both attacks. The Al-Nusra Front claimed responsibility for these incidents.",1,1,1,0.0,,,1.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),20.0,Intelligence,Air Force Intelligence Directorate,Building,200.0,Syria,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,200.0,Syria,,,,,,,,,Al-Nusrah Front,,,,,,Al-Nusra Front claimed responsibility for the incident and stated that it was carried out in response to the government's constant shelling of residential districts in Syria.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,15.0,0.0,1.0,70.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The surrounding area was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Casualty numbers for this attack represent an equal division of a cumulative total of casualties covering incidents 201203170007 and 201203170008.,"""Syria bomb attacks timeline,"" Agence France Presse, May 10, 2012.","""UPDATE 1-Sunni Islamists say carried out Damascus bombing,"" Reuters News, March 22, 2012.","""Islamists claim Syria bombs 'to avenge Sunnis',"" Agence France Presse -- English, March 21, 2012.",START Primary Collection,0,0,0,0,"201203170007, 201203170008","[u'nusra', u'claim', u'respons', u'carri', u'respons', u'govern', u'constant', u'shell', u'residenti', u'district', u'syria']",0.05191536992788315,0.9480845928192139
8836,201203170008,2012,3,17,,0,,200,Syria,10,Middle East & North Africa,Damascus,Damascus,33.515244,36.292084,1.0,0,,"03/17/2012: A suicide bomber in a car detonated near the Criminal Security Department building in Damascus city, Damascus governorate, Syria. This was one of two suicide attacks on government buildings in the city on this day. A total of 29 people were killed and 140 injured in both attacks. The Al-Nusra Front claimed responsibility for these incidents.",1,1,1,0.0,,,1.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),20.0,Intelligence,General Security Directorate,Offices,200.0,Syria,,,,,,,,,,,,,,,,,Al-Nusrah Front,,,,,,Al-Nusra Front claimed responsibility for the incident and stated that the attack was in response to the  government's constant shelling of residential districts in Syria.,0.0,,,0,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,14.0,0.0,1.0,70.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,The surrounding area was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Casualty numbers for this attack represent an equal division of a cumulative total of casualties covering incidents 201203170007 and 201203170008.,"""Syria bomb attacks timeline,"" Agence France Presse, May 10, 2012.","""UPDATE 1-Sunni Islamists say carried out Damascus bombing,"" Reuters News, March 22, 2012.","""Islamists claim Syria bombs 'to avenge Sunnis',"" Agence France Presse -- English, March 21, 2012.",START Primary Collection,0,0,0,0,"201203170007, 201203170008","[u'nusra', u'claim', u'respons', u'respons', u'govern', u'constant', u'shell', u'residenti', u'district', u'syria']",0.0577552393078804,0.9422447681427002
8838,201203200001,2012,3,20,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.303566000000004,44.371773,1.0,0,"Attack occurred across from the Ministry of Foreign Affairs in Baghdad, Baghdad Governorate, Iraq","03/20/2012: A suicide bomber in a car detonated their explosive devices outside the Foreign Ministry building in Baghdad city, Baghdad governorate, Iraq. Three people, including the bomber, were killed, and eight others were wounded in the blast. This was one of 17 coordinated attacks across Iraq on this day. Al-Qa'ida in Iraq (AQI) claimed responsibility for the incidents.",1,1,1,0.0,,,1.0,1,1,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Iraqi Ministry of Foreign Affairs,Building,95.0,Iraq,,,,,,,,,,,,,,,,,Al-Qaida in Iraq,,,,,,"The specific motive is unknown; however, sources indicated that the bombing of the Foreign Ministry building was part of Al-Qa'ida in Iraq's attempt to disrupt security plans for the upcoming Arab Summit.",0.0,,,0,-99.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,,6,Explosives,15.0,Vehicle,,,,,,,,,,,,,,3.0,0.0,1.0,8.0,0.0,0.0,-9,,,,It is unknown if the Foreign Ministry Building was damaged in this attack.,0.0,,,,,,,,,,,,,,,,Al-Qa'ida in Iraq (AQI) claimed responsibility for this attack via the Honein jihadist forum.,"""Car   bomb explodes   outside Iraq foreign ministry: officials,"" Agence France Presse -- English, March 20, 2012.","""Qaeda claims deadly wave of Iraqi bombings,"" Agence France Presse -- English, March 21, 2012.","""30 dead as Iraq rocked by wave of violence,"" Agence France Presse -- English, March 20, 2012.",START Primary Collection,0,0,0,0,"201203200001, 201203200002, 201203200003, 201203200004, 201203200005, 201203200006, 201203200008, 201203200009, 201203200010, 201203200011, 201203200012, 201203200013, 201203200014, 201203200017, 201203200018, 201203200019, 201203200020","[u'indic', u'bomb', u'foreign', u'ministri', u'build', u'iraq', u'attempt', u'disrupt', u'secur', u'plan', u'upcom', u'arab', u'summit']",0.9502637982368469,0.04973624274134636
